ondernemingsnummer,bedrijfsnaam,matchende_url
0437 962 621,INTER MARKETING SERVICES,[]
0437 769 314,COLOSSEUM,[]
0437 666 968,MERCATOR,[]
0437 660 535,BORET - POLLET,[]
0437 508 897,PAPRIVERM,[]
0437 404 672,HEZOTRA,[]
0437 158 610,PIETERS PLANT PRODUCTION,[]
0437 120 305,SUPRAMARKT,[]
0436 989 057,LOVANEX,[]
0436 928 481,PEETRIMA,[]
0436 811 388,HGT,[]
0436 705 876,APRIMO BELGIUM NV,[]
0436 551 765,COLSON PLUS,[]
0436 468 326,VERLINDEN,[]
0436 462 683,PITOMA,[]
0436 452 191,ALGEMENE ONDERNEMING R DE ROECK,[]
0436 342 622,OSTEND INVEST,[]
0436 269 574,BONNETERIE DE GROOTE BELGIUM,[]
0435 490 903,OLAERTS JEAN,[]
0435 237 515,EUROFINS PHARMACEUTICAL PRODUCT TESTING BELGIUM,[]
0435 223 360,DIY RETAIL SERVICES,[]
0435 206 435,VADAGRO,[]
0434 817 742,ARCHIMEDES,[]
0434 710 448,ADVANCED INCUBATION PLATFORM,[]
0434 695 206,EXECUJET MRO SERVICES BELGIUM,[]
0434 591 870,HILLUCO,[]
0434 478 539,PAUWELS-ASSELMAN,[]
0434 445 182,CEDOX,[]
0434 442 709,M.A.G.,[]
0434 410 243,IEPRESTEL,[]
0433 902 972,KONTAKT IMMO,[]
0433 855 561,TUINBOUWBEDRIJF VAN HISSENHOVEN,[]
0433 845 267,D B SHOPPING,[]
0433 796 173,SCHEERS DE COCK,[]
0433 787 265,HANSWAL,[]
0433 687 394,JOBUSIM,[]
0433 585 446,HEETEK,[]
0433 494 978,DRANKEN CIETERS,[]
0433 435 887,WEDUWE FRANS PUT,[]
0433 317 509,ALL BELGIAN RECYCLING,[]
0432 914 166,SANDERS & STASSEN,[]
0432 889 719,ALEACSYS,[]
0432 711 555,A EN D NAENEN,[]
0432 600 796,DDL,[]
0432 295 445,ALUKOLOR BE,[]
0432 091 151,CASTELEIN STOR'IT,[]
0431 985 144,JABBEEKSE SUPERMARKT,[]
0431 985 045,OUDENBURGSE SUPERMARKT,[]
0431 953 173,DE MEDICI,[]
0431 612 287,WERVO,[]
0431 447 882,SLACHTHUIS RONSE VANDER STICHELEN - VAN WELDEN,[]
0431 333 660,STAF,[]
0431 236 561,BEHEERSMAATSCHAPPIJ SLEURS,[]
0430 862 221,STARFLAM,[]
0430 412 853,ONS PEUTERHUISJE VERENIGING ZONDER WINSTOOGMERK,[]
0430 268 145,E.E.G. SLACHTHUIS MARCEL VAN HOORNWEDER & ZOON,[]
0430 243 104,VANRECK TRANSPORT,[]
0430 190 743,DE REZE BISCUIT-CHOCOLATE,[]
0430 188 268,VERVOER ERIC VERMEERSCH,[]
0429 878 363,HORECA INVEST,[]
0429 165 018,MONPLU,[]
0429 126 812,DISTRI BENATS,[]
0429 086 527,MAPECO KALMTHOUT -NIEUWMOER,[]
0429 023 971,THE RAFAEL & DEREK ICE CREAM COMPANY,[]
0428 605 683,DETRACO LOGISTICS,[]
0428 538 971,EMMANUEL DE LANDTSHEER,[]
0428 097 820,C & K F.L.A.,[]
0428 039 323,FALOBO,[]
0427 770 295,AGENTUREN DE CLERCQ,[]
0427 762 179,TRIMAK,[]
0427 738 920,DEBA INVEST,[]
0427 638 851,SIEPAR,[]
0427 470 486,CONFECTIE LEMMENS,[]
0427 389 621,HEEBRI,[]
0427 378 634,VAN HOORNWEDER MARCEL & ZOON,[]
0427 285 097,UNI VAN 1991,[]
0427 104 262,C.R.V. CORTHOUTS,[]
0427 028 939,ROODHUIS,[]
0426 795 644,COMPUTER MANAGEMENT & SERVICES,[]
0426 564 230,VAN KERKHOVE EN GILSON ALGEMENE BOUWWERKEN,[]
0426 475 643,URBI DEGROOF EN LUC OPDEBEECK,[]
0426 442 088,CAVAMIL,[]
0426 052 506,NOORDZEE ELECTRONICS,[]
0426 037 955,IMPORT POELMANS,[]
0426 031 324,BABYLON,[]
0425 230 281,TOP HOME BUILDING,[]
0425 047 961,REVI FOOD,[]
0424 967 589,V.V.L. VLASSELAER,[]
0424 759 139,VERLINFO,[]
0424 757 555,SEAGULL,[]
0424 727 762,TERBEKEN,[]
0424 641 254,UNIC WAASLAND,[]
0424 012 338,LENDAL,[]
0423 901 282,ARA,[]
0423 800 126,KOENIG - VERSCHOREN,[]
0423 749 250,REDERIJ NOORDSTER,[]
0423 694 614,CAFMEYER,[]
0423 635 721,ACTION WEAR IMPORT-EXPORT,[]
0423 518 727,GEROSIN,[]
0423 293 449,ETS VERSCHUEREN,[]
0422 766 085,FRANCO EN ZOON,[]
0422 449 945,LICHT,[]
0422 223 182,STATION OVAERE,[]
0421 685 427,HEROS,[]
0421 652 367,HICEWA,[]
0421 568 235,VERZELE DONALD,[]
0421 239 425,STUDIE EN EXPERTISEBUREAU DE PALMENAER,[]
0421 229 527,TRANSPORT LOKERE,[]
0421 226 062,H.C.T.,[]
0421 117 679,ADDEV EUROBANDS,[]
0421 039 386,ZONNEBLOEM,[]
0420 917 048,CHABRY,[]
0420 845 584,DEDEYGERE FRANS EN ZOON,[]
0420 712 952,LAMORAAL,[]
0420 624 266,VENTURA,[]
0420 497 869,MERE,[]
0420 074 930,BENELUX BULK TRANSPORT,[]
0419 944 474,ELECTRO - BERTELS,[]
0419 939 724,PRIORITY SOFTWARE BELGIUM,[]
0419 846 088,ROEBBEN J.,[]
0419 734 638,HN TRANSPORT & DISTRIBUTION,[]
0419 619 327,BESTELDIENST HERMAN,[]
0419 044 255,BASTIJNS-VAN CEULEN,[]
0418 901 428,CAMARGUE,[]
0418 866 190,TRANSPORT WITTOUCK,[]
0418 598 649,MARCAN,https://www.boekhoudkantoren.be/details/marcan/264763
0456 300 173,MARCAN,https://www.boekhoudkantoren.be/details/marcan/264763
0418 476 014,BODEN,[]
0418 187 883,LOGWIN AIR + OCEAN BELGIUM,[]
0417 981 710,I.T.A. INTERNATIONAAL TRANSPORT AUTOCAR,[]
0417 962 211,DEVLEESCHOUWER DVL,[]
0417 752 769,KAMPF,[]
0417 733 666,A DIEPENDAELE TMD,[]
0417 444 349,DE SUTTER,[]
0417 269 155,ALPANI,[]
0417 254 804,DE EIKEN BOOM,[]
0417 215 113,WILLER,[]
0417 149 290,VERSCHAEVE CONSTRUCTIE,[]
0416 984 786,SCHELDEKABEL,[]
0416 706 753,MEYSMANS & CIE,[]
0416 414 367,RESEARCH SPECIALTIES FOR LABORATORIES,[]
0416 222 446,GARAGE WILLY DE BRUYN,[]
0416 063 682,JAMALO,[]
0415 980 936,UNIC DRONGEN,[]
0415 712 603,FRANSEN,[]
0415 600 161,ONDERNEMINGEN IR OSCAR DE JONGE EN ZOON,[]
0415 571 259,V.D.,[]
0415 521 472,BRABO,[]
0415 356 869,LOADING SYSTEMS BELGIUM,[]
0415 356 275,TS POLLET-GEKIERE,[]
0415 255 020,MAGAZIJNEN HENDRICKX EN ZONEN,[]
0415 114 666,VERVOER FRANS VAN PUT,[]
0414 835 841,JA-DIE,[]
0414 789 321,ALPHADENT,[]
0414 710 335,UNIC - MECHELEN,[]
0414 699 051,LM BELGIUM,[]
0414 687 767,TSB,[]
0414 640 851,LA LORRAINE TRANSPORT,[]
0414 629 072,OPENBARE WERKEN TAVERNIER,[]
0414 627 884,GEBRS LAMBRECKS,[]
0414 360 442,D.S.C.,[]
0414 246 913,V T V TRANSPORT VAN SCHOONBEEK VAN GRIEKEN,[]
0414 118 239,CARDA IMMO,[]
0414 056 871,CARRO INVEST WAREHOUSING,[]
0413 938 194,DRUKKERY VAN DEN EYNDE,[]
0413 693 617,CUROSA,[]
0413 602 852,BESACO,[]
0413 534 457,FECAS,[]
0413 252 860,GDP INTERTRANSPORT,[]
0412 972 550,ETABLISSEMENTEN J BALLIERE,[]
0412 905 244,UNIC HEUSDEN,[]
0412 881 686,AD INTER,[]
0412 810 917,HULSTAERT & CIE.,[]
0412 634 931,C.R.P. TYRES CENTER,[]
0412 583 758,TRANSPORT MALFROIDI DIEPENDAELE T.M.D.,[]
0412 542 681,DE EIKEN ZETEL - D WILLEMS - DE LANGE,[]
0412 122 316,INGENIEURS- ONTWERP- EN COORDINATIEBUREAU,[]
0411 965 136,TRANSPORT FREDDY,[]
0411 557 142,GABA,[]
0411 022 652,WESTVLAAMSE POLITIESCHOOL,[]
0410 918 031,GESTICHT DER ZUSTERS VAN DE HEILIGE VINCENTIUS,[]
0410 587 439,PROVINCIALAAT DER ZUSTERS BARMHARTIGHEID RONSE KLOOSTER TE,[]
0410 442 830,ZUSTERS VAN VOORZIENIGHEID EN DE ONBEVLEKTE ONTVANGENIS REGIO,[]
0410 433 922,KIN/OPH,[]
0410 220 225,ZUSTERS MISSIONARISSEN VAN HET ONBEVLEKT HART VAN MARIA,[]
0410 219 037,VERENIGING DER ZUSTERS VAN HET H HART VAN MARIA,[]
0409 336 931,DURME,[]
0408 459 575,BUILDING HOTEL MAES,[]
0408 416 916,BRUGSE BANDENCENTRALE,[]
0408 365 545,GLANZER,[]
0407 740 686,TRANSPORT VAN STEEN,[]
0407 566 284,CRH STRUCTURAL CONCRETE,[]
0407 219 460,VERVOER EN HANDEL VANHULLE EN CIE,[]
0407 001 013,PUBLICITE NEON,[]
0406 921 532,EMERGO CHEMICAL COATING,[]
0406 791 472,TRANSPORTBEDRIJF H. VAN AERDE EN ZONEN,[]
0406 791 175,AM BELGIUM,[]
0406 603 214,NAT. PATROONSDST -SOC. SECRETARIAAT KLEINE MIDDELGROTE ONDERN.,[]
0406 315 974,BROOD PASTEIBAKKERIJ AU CROQUANT BOULANGERIE PATISSERIE AU CROQUANT,[]
0405 471 282,DAELPRINTING,[]
0405 394 078,VLEES & VLEESWAREN CAMPENS - VIANDES ET SALAISONS CAMPENS,[]
0405 235 019,UNIC MARIAKERKE,[]
0405 217 401,TRANSPORT SPRIET,[]
0405 122 775,ALGEMENE BOUWONDERNEMING. LAMOTE EN CIE,[]
0404 535 728,MAINFREIGHT,[]
0404 516 823,ROHLIG BELGIUM,[]
0404 305 797,KONTROLEDST HEFWERKTUIGEN - OFFICE CONTROLE D'APPAREILS LEVAGE,[]
0404 041 820,PHARMACEUTICA,[]
0403 821 490,J. DECKERS & ZN.,[]
0403 812 879,ABDIJ DER TRAPPISTEN SOCIALE DIENST,[]
0403 648 771,J LEMMENS EN ZONEN,[]
0403 584 534,DISTRIVO,[]
0403 477 141,TRANSPORT VANDERVORST,[]
0403 168 523,VANBREUZE PRODUCTIONS,[]
0402 056 882,CROWN VERPAKKING BELGIE,[]
0401 356 504,DISTRIKOR,[]
0401 351 851,EDJUGO,[]
0401 303 450,HABO,[]
0401 057 485,VEREECKE PIETER EN ZONEN,[]
0400 984 340,VANMIL,[]
0400 953 161,TRANSPORT JAMMAERS,[]
0400 638 803,DE PRINS RETAIL,[]
0400 323 156,SINT MARTINUS,[]
0400 177 260,ALL GENERATIONS PROJECTS,[]
0400 095 702,MACHTELYNCK TH ET FILS,[]
0400 079 072,OUDE FIRMA EDOUARD DE CLERCQ,[]
0400 037 403,ROBA VAN DER RIJN,[]
0400 029 582,FINEX,[]
0267 390 891,AUTONOOM PROVINCIEBEDRIJF VLAAMS-BRABANTS EXTRANET VR REGIO,[]
0219 274 537,IZ,[]
0421 873 289,FEILO SYLVANIA LIGHTING BELGIUM,[]
0434 183 579,FLANDERS TECHNOLOGY INTERNATIONAL,[]
0464 778 666,AVALON,[]
0410 374 336,NOORDSTARFONDS,[]
0410 214 285,HOGER INSTITUUT MARIA MIDDELARES,[]
0406 067 041,A. DUROT,[]
0864 856 750,CONVENT MARIA OPDRACHT,[]
0408 673 866,ANDRE DUMONT,[]
0479 927 987,FENIKS AUTOMOTIVE,[]
0401 329 382,BOCKHOLD,[]
0447 645 496,GUY VERMANT EN CO,[]
0475 845 079,PIERROT,[]
0463 487 675,DEVELOPMENT COORDINATION BELGIUM,[]
0501 681 129,INEOS STYROLUTION BELGIUM SERVICES,[]
0457 375 487,HOLDING SMETS,[]
0878 168 912,NVT HOLDING INTERNATIONAL,[]
0436 599 077,ROZEMARIJN,[]
0451 251 225,CHEVRON BASE OILS BELGIUM,[]
0461 611 716,GEVETRA,[]
0440 017 635,DESMET MANAGEMENT,[]
0413 223 562,DUINHELM,[]
0426 101 303,KACEE INVEST,[]
0465 483 006,T FOR G - DECISION SUPPORT,[]
0404 548 891,ZIM BELGIUM,[]
0897 467 556,HORECA FOOT,[]
0684 579 181,HOTEL OPERATIONS HASSELT,[]
0424 106 863,CREAVIT,[]
0461 266 969,LEIEPOORT DEINZE,[]
0679 902 395,SORUMA,[]
0563 560 991,GOVAERTS HOLDING,[]
0554 743 196,WOONGROEP ALLEMAN,[]
0667 822 234,STESTEMAT,[]
0450 415 342,VERENO,[]
0430 712 761,BELGIAN NONWOVENS,[]
0864 502 206,CULTURA JEAN MOORS,[]
0462 277 947,CON BRIO,[]
0426 762 782,HOTEL DEVELOPMENT CORPORATION,[]
0808 541 223,MORTIER GROUP,[]
0405 570 559,HUIZE 'T VELD,[]
0451 856 187,FLANDERS BAKERY SHOPS,[]
0466 190 413,VABELE,[]
0405 545 716,VERVOERDIENST CROMBEZ,[]
0473 642 387,O.V.D. INVEST,[]
0452 353 857,WIBEMA,[]
0458 551 662,PALUBEL,[]
0415 412 891,EUTIMA,[]
0652 601 548,EXTRANET,[]
0476 693 731,AMERICAN CLOTHING DISTRIBUTION,[]
0817 092 663,DO INVEST,[]
0561 880 814,PRODUVAN,[]
0451 242 218,WALDEN,[]
0893 211 731,FATTAL HOTELS MANAGEMENT (BELGIUM),[]
0471 729 608,HOTEL DEVELOPMENT ANTWERPEN,[]
0444 419 059,STERCKX - VANDEKERCKHOVE,[]
0476 409 263,VERMEERSCH LOGISTICS,[]
0434 593 157,INTERNATIONAL HOTEL DEVELOPMENT FLANDERS,[]
0405 035 970,JANIC,[]
0828 292 403,PANTAREI GROEP,[]
0441 808 967,HYDRO ECOLO METEO MANAGEMENT INFORMATION SYSTEMS,[]
0507 599 515,FOOD INVESTMENT COMPANY,[]
0738 533 254,IRS BELGIUM,[]
0845 741 317,OBJECTIVE7,[]
0400 818 252,AUTOBUS KLEIN BRABANT,[]
0449 151 075,INTERNATIONAL INTERIOR GROUP,[]
0413 695 201,FREYSSINET BELGIUM FOR NORTHERN AND EASTERN EUROPE,[]
0817 738 803,TUI TRAVEL DISTRIBUTION,[]
0418 701 587,VM INVEST,[]
0400 670 970,INTERNATIONAAL VERVOER BRANTS-VALLET NV,[]
0836 419 221,GHENT TRADING,[]
0463 732 650,FLANDERS ASSEMBLY CENTER,[]
0884 736 208,OMIVA,[]
0696 897 389,WIM TRANS,[]
0454 416 789,TRADE SYSTEMS,[]
0405 495 236,ETS EMIEL LENOIR,[]
0861 423 049,LEISURE SUPPORT SERVICES BELGIUM,[]
0471 853 728,BELGIAN BUS REPAIR,[]
0464 342 265,B.G. TRANS,[]
0449 570 848,UKKELSE BAKKERIJEN,[]
0437 844 043,BILLIET TRADING COMPANY - B.T.C.,[]
0421 968 707,IS WERKEN,[]
0442 690 281,LEXMARK INTERNATIONAL,[]
0440 014 170,ANTWERP BAKERY SHOPS,[]
0845 231 175,WARNER BROS. INTERNAT. TELEVISION PRODUCTION BELGIE SPECIALS,[]
0414 391 126,PROJECTEN OLO-ROTONDE VZW,[]
0477 941 566,EXOTIC PLANT,[]
0812 719 151,CRESCENOS,[]
0687 667 048,CHARLES HOLDING,[]
0416 825 232,STEURBAUT GEBROEDERS,[]
0445 287 606,PHILREST,[]
0423 535 355,ZUIDNATIE HOLDING,[]
0437 405 761,EQUINOR SERVICE CENTER BELGIUM,[]
0456 561 578,VINCREST,[]
0434 844 466,EXIT TWENTY,[]
0446 443 389,GEENA,[]
0541 560 205,EXONET,[]
0439 771 373,A VAN MULDERS EN ZONEN,[]
0822 740 241,ANDREST,[]
0446 217 123,MAXITRANS,[]
0404 779 317,LOGISTICS GENERAL CONTRACTING AND ENGINEERING,[]
0881 899 749,TUV SUD BENELUX,[]
0649 746 184,RESIDENTIE KLEIN BIJGAARDEN,[]
0456 067 076,LUMYNI,[]
0899 420 226,TRIXXO VIII,[]
0885 163 107,EM POR MA,[]
0464 098 973,TRANSGIRANA,[]
0662 456 154,MIDES SHARED SERVICES,[]
0650 801 308,NILEDUTCH BELGIUM,[]
0678 585 571,SECURITAS AIRPORT SERVICES,[]
0896 333 250,SOLEO CONTACT ANTWERPEN,[]
0465 467 069,MILKTRANS,[]
0806 824 917,TOTAL M SOLUTIONS,[]
0449 097 924,INGA,[]
0693 920 281,DR-TRANS,[]
0835 511 181,D Y PATIL ABS,[]
0416 622 621,HADEP,[]
0880 735 551,ESAS TELECOM,[]
0534 979 348,WAASLAND VOETBAL LINKEROEVER,[]
0447 667 569,VAN GASSEN - LAROCK,[]
0422 803 994,TRANSPORT JAN VAN DEN ACKER EN ZOON,[]
0698 601 027,LANGEN TRANSPORT BELGIUM,[]
0477 915 535,ANZKI,[]
0885 432 628,BETON-INVEST,[]
0475 120 747,ASTERION BELGIUM,[]
0454 822 013,DETAELLENAERE-COPPENS,[]
0440 907 857,FONTEYNE EN CIE,[]
0406 530 067,GERMINAL-UITBREIDING,[]
0657 886 365,HOTEL DEVELOPMENT CITY CENTER,[]
0406 217 093,RENIERS & CO,[]
0452 279 326,VEE- EN VLEES INVESTERINGSMAATSCHAPPIJ,[]
0462 827 184,TRANSPORT ROELAND LUC,[]
0478 030 252,MOZA-X,[]
0883 084 931,MERCATORPARK ANTWERP,[]
0650 627 203,GERISART,[]
0643 575 204,ZELUS HENA,[]
0404 532 857,BOSKALIS OFFSHORE BELGIUM,[]
0437 581 846,TENNECO AUTOMOTIVE EUROPE COORDINATION CENTER,[]
0741 579 846,DESTILINK,[]
0435 988 076,TEX - CORPORATION,[]
0647 653 360,MSD SERVICE,[]
0400 189 138,WILDORP,[]
0890 484 843,TATE & LYLE SERVICES BELGIUM,[]
0440 284 780,FLAKE SERVICES,[]
0448 996 568,STROOM,[]
0478 882 664,JENMABO,[]
0437 257 588,TRANSPO VAN ZON,[]
0456 405 982,GARAGE VAN ASCH WILLY,[]
0874 405 510,ESPEL,[]
0421 265 258,EURO CANDY,[]
0452 786 694,MERLIN ENTERTAINMENTS BELGIUM,[]
0806 944 483,DHZ BEVEREN,[]
0840 531 526,DATACOLOR BELGIE,[]
0406 162 952,MACOME,[]
0505 830 650,THYS HOLDING,[]
0463 535 779,TELIFRA,[]
0449 392 486,PHILCOTRANS,[]
0425 571 761,GASBOTTLING,[]
0563 727 871,BGC CARROSSERIE,[]
0893 003 675,SL CORPORATE,[]
0405 703 884,VOORUIT NR 1,[]
0686 699 226,WESTTRANS,[]
0759 900 275,COCCINELLE PACKAGING SERVICES,[]
0892 681 793,SOMO INVEST,[]
0402 867 427,HILTON INTERNATIONAL CO (BELGIUM),[]
0897 103 510,GREEN VALLEY BELGIUM,[]
0466 137 260,ZWIJNDRECHT POLYMER HANDLING,[]
0472 274 489,OSUDIO BELGIUM,[]
0808 215 777,HOLDING GROEP VAN OSCH,[]
0808 183 511,DHS HOLDING,[]
0440 274 486,ISOCOM TRANSPORT,[]
0444 575 645,INNOPA,[]
0429 293 096,CHAMPIGNONS LAPIERRE,[]
0861 290 318,NUCLYS,[]
0405 298 959,LOGGHE-VE.CO,[]
0463 702 758,BANK- EN VERZEKERINGSAGENT REGIO TURNHOUT-HOOGSTRATEN,[]
0463 369 790,SPECIAL MATERIALS AND TECHNOLOGIES,[]
0677 569 843,PIZZA PIMPS,[]
0846 682 316,PROTEIN BENELUX,[]
0840 543 107,MINAKO,[]
0842 160 532,INTERNATIONAL LOGISTIC INVESTORS,[]
0838 892 127,V!GO INTERNATIONAL,[]
0508 651 271,VENTANA SERRA,[]
0448 295 693,AUTOBUSSEN EN AUTOCARS ACHIEL WEYN EN ZONEN,[]
0872 964 861,NOSTRAVIS,[]
0452 877 162,APPLIED MATERIALS BELGIUM,[]
0831 227 840,FLEETINVEST,[]
0598 934 517,QUALITY FOR YOU,[]
0844 847 531,MP GROUP,[]
0474 405 026,STEEL LOGISTICS,[]
0607 976 994,VERITAS TECHNOLOGIES (BELGIUM),[]
0458 253 041,BENVELC,[]
0411 114 110,SCHMUTZ,[]
0424 902 956,BMC SOFTWARE BELGIUM,[]
0404 800 202,C-TECH HOLDING,[]
0473 462 740,CLDN IT APPLICATIONS,[]
0480 239 476,LAUXIA,[]
0424 133 488,DEWIL R,[]
0893 526 089,THORNTON BANK MAINTENANCE SERVICES,[]
0477 765 679,ILOMAR HOLDING,[]
0432 251 596,CARESTOTEL,[]
0439 097 917,CINTRA LANDEN,[]
0475 400 760,FAMIFAMENNE,[]
0426 355 976,AUTOBUS- EN AUTOCARBEDRIJF REIZEN DE VALK,[]
0425 288 481,NORM,[]
0460 633 006,ISOLA LATEX PRODUCTS,[]
0444 892 775,TORFS IMPORT SERVICE,[]
0417 374 568,WILLY MICHIELS COMPANY,[]
0466 355 214,DEBINCO,[]
0413 989 664,CONFECTIEBEDRIJF CELESTA DESMET,[]
0543 268 987,ZUIDNATIE TRANSPORT SERVICES,[]
0405 548 585,DECEUNINCK AUTO'S,[]
0894 386 025,BERPHINA,[]
0455 132 611,CLAVIC,[]
0449 530 662,ALGEMENE PARTICIPATIE KERKHOFS,[]
0462 393 951,SEALED AIR BELGIUM,[]
0543 527 226,AUTONOOM GEMEENTEBEDRIJF SPORTAG,[]
0463 762 641,POST VERBA VERBERA,[]
0736 917 908,MAGO HOLDING,[]
0899 334 807,POLYMER HANDLING KALLO,[]
0479 384 094,COLREST,[]
0431 719 482,DEVA KORT,[]
0578 904 710,QUARRY BAY,[]
0407 880 941,SOCIAAL EN FAMILIAAL TOERISME,[]
0877 650 159,CARESQUICK,[]
0430 784 027,OMEGA PHARMA CAPITAL,[]
0884 751 945,NOLMANS RETAIL SUPPORT,[]
0452 859 643,MEDISEC,[]
0441 341 882,HYDRANT REFUELLING SYSTEM,[]
0434 117 065,FPS FLEXIBLES BELGIUM,[]
0568 827 004,DEVOOGHT LOGISTICS,[]
0845 855 341,GERONTOLOGISCH CENTRUM DE HAAN,[]
0446 222 962,ONZE-LIEVE-VROUW MAAGD DER ARMEN,[]
0459 835 923,PROTRANS ZWEVEZELE,[]
0437 785 744,INGKA SUPPORT AND SERVICES,[]
0472 826 203,WPK SERVICES,[]
0588 976 179,M.O.I.V.O.C,[]
0428 806 811,EEG SLACHTHUIS VERBIST IZEGEM,[]
0849 581 230,SATTUA,[]
0860 671 793,CASAVENTA,[]
0812 062 521,B.C. MYLLE,[]
0434 408 758,SINT ANNA,[]
0453 444 712,APPLIED MATHS,[]
0740 484 241,DISTRILED SUD,[]
0893 462 149,B&A-AUTOMATION,[]
0818 303 480,TRANSFRA,[]
0415 893 834,ROVECO,[]
0627 869 716,DELRUE B & M,[]
0446 394 988,ASTRIDPLAZA,[]
0536 645 867,ROMARK BELGIUM,[]
0436 185 343,SEB PROFESSIONAL BELUX,[]
0423 779 835,KATOEN NATIE - TRUCK & TRAILER SERVICE,[]
0685 709 727,DEVOTEAM MANAGEMENT CONSULTING,[]
0809 521 022,LIU JO RETAIL BENELUX,[]
0416 756 540,VERSO RETAIL,[]
0644 488 388,UPLOG,[]
0436 533 553,G.P.B.,[]
0544 478 816,TERBERG TRACTORS BELGIUM,[]
0471 614 394,PYRAMID,[]
0435 325 607,BEHEER VAN TURNHOUT,[]
0436 402 406,COVOX-TCI,[]
0466 459 142,POLCAF,[]
0404 793 668,RIGA NATIE,[]
0552 596 627,FIRST WAVE,[]
0681 419 060,AUTOMOTIVE & MOBILITY INVEST,[]
0473 864 794,G3 WORLDWIDE (BELGIUM),[]
0668 588 237,COOR DOC,[]
0438 161 668,F T INTERNATIONAL,[]
0476 973 051,BEX TRANSPORT SERVICE,[]
0414 358 660,KODAK SA/NV,[]
0400 880 016,NOUVEAUX ETABLISSEMENTS FISCHER FRERES,[]
0406 949 048,SIA ABRASIVES BELGIUM NV SA,[]
0441 273 091,VINCENTGOED,[]
0456 836 049,GENTALS,[]
0438 011 517,TUINBOUWBEDRIJF MARC PITTOORS,[]
0432 917 829,FORRIM,[]
0699 474 522,DNATA,[]
0417 330 919,BELTRA - B,[]
0712 776 883,LEEWRANGLER BELGIUM,[]
0684 509 796,MATECO BELGIUM,[]
0465 358 092,IPG IT SOLUTIONS,[]
0452 709 391,CONFOTRANS,[]
0404 527 810,AIT WORLDWIDE LOGISTICS BELGIUM,[]
0467 854 655,ANDANTE FOODS,[]
0462 417 806,CLAES RETAIL GROUP,[]
0448 959 055,TETA,[]
0456 482 790,STV - TRANS,[]
0406 912 822,BCD TRAVEL BELGIUM,[]
0827 907 569,DOVY CONSTRUCT,[]
0404 752 888,RIGA TERMINALS,[]
0876 342 045,AAACARE,[]
0447 607 785,NUTRIPACK OLEN,[]
0479 401 318,WOON EN ZORGCENTRUM TER BURG,[]
0462 325 457,EUROFOOD INTERNATIONAL,[]
0456 514 365,CAMSOTECH EUROPEAN R&D CENTRE,[]
0466 824 574,GEODIS D&E BELGIUM,[]
0440 481 750,ARRAKIS,[]
0478 997 876,VIA TRUCK LEASE BENELUX,[]
0695 903 437,SCRAP METAL SERVICES BELGIUM,[]
0870 933 603,SCHAWK BELGIUM,[]
0875 468 748,FESTINA LOTUS BELGIUM,[]
0423 855 851,P - INVEST,[]
0846 845 929,FASEAS,[]
0428 293 404,ELBICON INDUSTRIES,[]
0439 406 634,COLORA WINKELKRING WEST,[]
0550 532 804,BELLACOOLA,[]
0424 746 370,ALPHA ASSEMBLY SOLUTIONS BELGIUM,[]
0448 345 579,REMI LAST - VAN OVERFELT,[]
0436 003 815,RADAR AUTOMATION,[]
0832 997 396,LA RESERVE MANAGEMENT,[]
0564 761 120,ESPERANTO,[]
0441 193 810,BILLBOARD TECHNOLOGY INDUSTRIES,[]
0404 981 730,PREMIER DIAMOND CORPORATION,[]
0443 515 573,ENERGY ICT,[]
0501 779 119,SAVE BENELUX,[]
0456 366 192,THE EUROPEAN VAN COMPANY,[]
0887 766 764,LASKEN,[]
0560 708 993,CETEX SUD,[]
0479 332 626,WARNER BROS. INTERNATIONAL TELEVISION PRODUCTION BELGIE,[]
0429 348 130,JANSEN INTERNAL SERVICES,[]
0628 502 392,MIXERS AT YOUR SERVICE,[]
0466 158 640,DNS BELGIE - BELGIQUE - BELGIUM,[]
0879 143 662,AD ULTIMA INVEST,[]
0413 920 972,DAVYTRANS,[]
0417 899 259,PLANNING,[]
0218 993 039,INTERCOMM. VEREN. VUILVERWIJDERING VILVOORDE OMLIGGENDE,[]
0867 239 782,WEAREONE.WORLD,[]
0470 042 204,BRICOGEMAX,[]
0832 142 313,AMG2,[]
0435 508 323,CLDN TECH,[]
0882 290 026,VLS BELGIUM,[]
0542 771 715,GLOBAL AIRLINE SERVICES BELUX,[]
0536 217 087,SWEDISH ORPHAN BIOVITRUM (BELGIUM),[]
0832 959 685,COLFRIDIS DISTRIBUTION,[]
0440 882 123,KEYLOOP (BELGIUM),[]
0421 316 629,ABM INTERNATIONAL,[]
0552 682 838,ANTWERP FASHION OUTLET,[]
0818 345 349,ZEBULAH,[]
0882 886 476,DOCS INTERNATIONAL BELGIUM,[]
0441 210 240,FRISOPROFIL,[]
0471 643 989,ANCCO,[]
0410 556 557,SINT-REGINA'S GODSHUIS,[]
0896 699 672,HEGRO.DI,[]
0414 590 074,SOMA FOOD,[]
0451 818 080,UITBATING VAN DE ZUSTERS FRANCISCANESSEN VAN SLEIDINGE,[]
0436 097 152,PEPPERL + FUCHS,[]
0461 175 711,PANAMA,[]
0416 209 875,MAINFREIGHT TRANSPORT BELGIUM,[]
0747 841 492,T-SYSTEMS BELGIUM ROAD CHARGING NV,[]
